bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,butter,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,other vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,meat,tropical fruit,brown bread,bottled water,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,waffles,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,citrus fruit,tropical fruit,grapes,berries,root vegetables,other vegetables,whole milk,spread cheese,brown bread,pastry,potato products,fruit/vegetable juice,chocolate,pot plants,shopping bags,,,,,,,,,,,,,,,,
frozen fish,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,canned beer,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,tropical fruit,other vegetables,condensed milk,processed cheese,bottled water,soda,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,
dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,dessert,frozen meals,frozen dessert,white bread,sweet spreads,soda,long life bakery product,specialty bar,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,butter milk,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,dessert,beverages,domestic eggs,flour,margarine,Instant food products,canned fruit,jam,,,,,,,,,,,,,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,whole milk,sliced cheese,rolls/buns,oil,Instant food products,soda,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,whole milk,cream cheese ,pet care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,dessert,whipped/sour cream,UHT-milk,frozen vegetables,frozen meals,bottled water,fruit/vegetable juice,specialty chocolate,napkins,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,UHT-milk,frozen meals,frozen dessert,domestic eggs,rolls/buns,pastry,mustard,coffee,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers,,,,,,,,,,,,,,,
tropical fruit,butter milk,beverages,bottled water,fruit/vegetable juice,salty snack,chewing gum,napkins,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,meat,chicken,tropical fruit,other vegetables,whole milk,butter,yogurt,cream cheese ,frozen vegetables,domestic eggs,rolls/buns,brown bread,semi-finished bread,candy,newspapers,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,processed cheese,rolls/buns,misc. beverages,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,butter,brown bread,baking powder,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,citrus fruit,root vegetables,other vegetables,curd,soft cheese,hard cheese,cream cheese ,frozen dessert,roll products ,rice,oil,coffee,fruit/vegetable juice,chocolate,abrasive cleaner,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,dessert,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,mayonnaise,frozen vegetables,frozen potato products,rolls/buns,white bread,rice,oil,specialty fat,specialty vegetables,canned fish,coffee,instant coffee,bottled beer,liquor (appetizer),long life bakery product,chocolate,napkins,house keeping products,,,
yogurt,dog food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,mayonnaise,rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,other vegetables,whole milk,whipped/sour cream,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,root vegetables,butter,yogurt,spread cheese,rolls/buns,brown bread,pastry,oil,canned fish,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,whipped/sour cream,sliced cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,domestic eggs,flour,soups,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,UHT-milk,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,yogurt,soft cheese,frozen potato products,pasta,canned vegetables,fruit/vegetable juice,popcorn,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,grapes,whole milk,pastry,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,tropical fruit,grapes,root vegetables,cream cheese ,pet care,bottled water,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,whole milk,curd,dessert,yogurt,brown bread,dental care,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,
yogurt,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,butter,specialty cheese,pastry,cereals,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,ice cream,domestic eggs,white bread,pastry,margarine,sweet spreads,soda,fruit/vegetable juice,syrup,red/blush wine,salty snack,popcorn,shopping bags,,,,,,,,,,,,,,,,,
sausage,root vegetables,whole milk,fruit/vegetable juice,popcorn,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,tropical fruit,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,rolls/buns,pastry,sweet spreads,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,berries,butter,yogurt,whipped/sour cream,cream cheese ,domestic eggs,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,tropical fruit,root vegetables,other vegetables,whole milk,curd,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,pastry,margarine,ready soups,instant coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,pip fruit,root vegetables,yogurt,cream cheese ,flour,sugar,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,yogurt,rolls/buns,brown bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
sausage,ham,whole milk,coffee,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,butter,domestic eggs,margarine,ready soups,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,frozen vegetables,frozen meals,potato products,margarine,napkins,cookware,,,,,,,,,,,,,,,,,,,,,,,,
cat food,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,butter,frozen vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,butter milk,yogurt,margarine,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,pip fruit,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,pip fruit,grapes,other vegetables,whole milk,butter,curd,yogurt,pastry,bottled water,hygiene articles,napkins,,,,,,,,,,,,,,,,,,
processed cheese,rolls/buns,soda,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,beverages,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,hamburger meat,whipped/sour cream,rolls/buns,soda,long life bakery product,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,zwieback,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,other vegetables,domestic eggs,roll products ,oil,margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,berries,whole milk,whipped/sour cream,beverages,sugar,dishes,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,dog food,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,cream cheese ,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,white bread,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,curd,whipped/sour cream,roll products ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,domestic eggs,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,pork,tropical fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,other vegetables,whole milk,domestic eggs,sweet spreads,misc. beverages,salty snack,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,tropical fruit,berries,root vegetables,onions,whole milk,butter,yogurt,hard cheese,domestic eggs,vinegar,spices,long life bakery product,dish cleaner,newspapers,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,sliced cheese,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,semi-finished bread,sugar,soda,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
pork,white bread,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,rice,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,other vegetables,dessert,ice cream,cake bar,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,pip fruit,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,tropical fruit,whole milk,frozen fish,white wine,chewing gum,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
curd,butter milk,yogurt,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,berries,frozen vegetables,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,instant coffee,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,spread cheese,cat food,coffee,bottled water,soda,misc. beverages,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,rolls/buns,pastry,bottled water,red/blush wine,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,curd,rolls/buns,oil,margarine,specialty bar,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,onions,whole milk,domestic eggs,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,domestic eggs,mustard,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,brandy,liquor (appetizer),specialty bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,bottled water,soda,red/blush wine,chocolate,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
meat,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,whole milk,curd,yogurt,hard cheese,cream cheese ,domestic eggs,sweet spreads,dog food,napkins,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,hard cheese,rolls/buns,brown bread,bottled water,bottled beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,
citrus fruit,sugar,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,onions,other vegetables,whole milk,butter,frozen vegetables,domestic eggs,rolls/buns,bottled beer,canned beer,napkins,,,,,,,,,,,,,,,,,,,,
ice cream,bottled beer,prosecco,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,yogurt,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,curd,processed cheese,rolls/buns,brown bread,misc. beverages,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,nuts/prunes,other vegetables,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,onions,UHT-milk,specialty fat,instant coffee,bottled water,soda,fruit/vegetable juice,bottled beer,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,specialty cheese,domestic eggs,dog food,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,oil,mustard,fruit/vegetable juice,waffles,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,other vegetables,whipped/sour cream,cat food,chewing gum,decalcifier,bathroom cleaner,napkins,dishes,kitchen towels,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,rolls/buns,instant coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,grapes,oil,canned vegetables,tea,fruit/vegetable juice,snack products,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,soda,canned beer,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,other vegetables,butter milk,yogurt,whipped/sour cream,UHT-milk,margarine,sugar,waffles,,,,,,,,,,,,,,,,,,,,,,
onions,oil,dog food,bottled water,dish cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
prosecco,hygiene articles,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,herbs,whole milk,bottled water,bottled beer,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,brown bread,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,whipped/sour cream,soft cheese,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,tropical fruit,pip fruit,other vegetables,whole milk,butter milk,yogurt,ice cream,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
sausage,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,whole milk,butter,curd,yogurt,cream,sliced cheese,hard cheese,frozen vegetables,frozen fish,frozen potato products,brown bread,margarine,baking powder,cat food,pet care,soda,fruit/vegetable juice,nut snack,chocolate,female sanitary products,hygiene articles,napkins,house keeping products,,,
soft cheese,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,margarine,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,pastry,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,herbs,other vegetables,whole milk,processed cheese,domestic eggs,margarine,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,roll products ,zwieback,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,spread cheese,mustard,bottled water,cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,other vegetables,whipped/sour cream,margarine,sauces,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,coffee,instant coffee,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,yogurt,beverages,frozen vegetables,frozen meals,rolls/buns,potato products,bottled beer,chocolate marshmallow,kitchen towels,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,hamburger meat,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,butter milk,specialty cheese,frozen vegetables,white bread,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,
Instant food products,canned vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,berries,root vegetables,herbs,butter,yogurt,white bread,brown bread,bottled water,misc. beverages,bottled beer,liquor,hygiene articles,,,,,,,,,,,,,,,,,,
beef,other vegetables,whole milk,yogurt,brown bread,liquor,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,oil,canned beer,waffles,hygiene articles,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,bottled water,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,citrus fruit,tropical fruit,pip fruit,herbs,other vegetables,whole milk,yogurt,spread cheese,brown bread,dog food,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,citrus fruit,yogurt,ice cream,rolls/buns,brown bread,pickled vegetables,jam,liquor,newspapers,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,hard cheese,spices,coffee,canned beer,chocolate,candy,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,yogurt,cat food,chewing gum,female sanitary products,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,citrus fruit,other vegetables,butter,hard cheese,curd cheese,domestic eggs,rolls/buns,brown bread,margarine,soda,candy,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,tidbits,rolls/buns,coffee,bottled water,soda,misc. beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,whole milk,curd,beverages,brandy,male cosmetics,cookware,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,whole milk,cream cheese ,rolls/buns,pet care,bottled water,napkins,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,
pip fruit,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,onions,whole milk,butter,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,margarine,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,salty snack,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,curd,spread cheese,curd cheese,rolls/buns,brown bread,Instant food products,coffee,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,misc. beverages,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,sliced cheese,white bread,canned vegetables,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,rolls/buns,brown bread,syrup,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,hard cheese,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,soap,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,pastry,bottled water,fruit/vegetable juice,dishes,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,white bread,margarine,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
